player_id,season,game_type,fgm,fga,pts,reb,ast,minutes,games_played,ppm,team_id,league_id,full_name,position_simple,status,jersey_number,team_full_name,division,conference
196.0,2022,,602,1114,1529,688,240,2597.993333,75,0.5885311484746601,9.0,,Bam Adebayo,,,13.0,Miami Heat,Southeast,Eastern
198.0,2022,,23,48,57,14,20,152.2733333,7,0.3743268684327146,11.0,,Cameron Payne,,,15.0,Milwaukee Bucks,Central,Eastern
198.0,2022,,188,453,493,106,214,968.3116667,48,0.5091335950543081,11.0,,Cameron Payne,,,15.0,Milwaukee Bucks,Central,Eastern
199.0,2022,,21,44,49,22,9,108.8366667,7,0.4502159197420551,10.0,,Daniel Theis,,,10.0,LA Clippers,Pacific,Western
201.0,2022,,161,431,539,122,196,1338.445,73,0.4027061253917793,22.0,,Devonte' Graham,,,4.0,San Antonio Spurs,Southwest,Western
202.0,2022,,9,21,20,12,1,42.01833333,7,0.4759827059994433,21.0,,Danuel House Jr.,,,25.0,Philadelphia 76ers,Atlantic,Eastern
202.0,2022,,93,197,268,94,44,807.025,56,0.3320838883553793,21.0,,Danuel House Jr.,,,25.0,Philadelphia 76ers,Atlantic,Eastern
203.0,2022,,434,978,1144,358,175,2379.563333,73,0.4807604757288466,29.0,,P.J. Washington,,,25.0,Charlotte Hornets,Southeast,Eastern
205.0,2022,,10,28,22,24,11,124.4716667,12,0.1767470508210042,14.0,,Troy Brown Jr.,,,23.0,Minnesota Timberwolves,Northwest,Western
205.0,2022,,200,465,541,308,95,1859.79,76,0.2908930578183558,14.0,,Troy Brown Jr.,,,23.0,Minnesota Timberwolves,Northwest,Western
206.0,2022,,26,45,71,25,6,183.1683333,11,0.3876215867712981,7.0,,Torrey Craig,,,13.0,Chicago Bulls,Central,Eastern
206.0,2022,,228,500,588,426,117,1947.841667,79,0.3018725854168721,7.0,,Torrey Craig,,,13.0,Chicago Bulls,Central,Eastern
207.0,2022,,67,85,153,119,19,417.0483333,20,0.3668639526487228,18.0,,Robert Williams III,,,35.0,Portland Trail Blazers,Northwest,Western
207.0,2022,,127,170,279,292,50,823.55,35,0.3387772448545929,18.0,,Robert Williams III,,,35.0,Portland Trail Blazers,Northwest,Western
210.0,2022,,45,104,116,25,36,206.57,5,0.5615529844604734,5.0,,Donovan Mitchell,,,45.0,Cleveland Cavaliers,Central,Eastern
210.0,2022,,679,1402,1922,289,301,2432.38,68,0.7901725881646782,5.0,,Donovan Mitchell,,,45.0,Cleveland Cavaliers,Central,Eastern
212.0,2022,,109,206,291,125,36,694.2933333,23,0.4191312029698845,9.0,,Caleb Martin,,,16.0,Miami Heat,Southeast,Eastern
212.0,2022,,254,548,683,344,117,2077.738333,71,0.3287228180527581,9.0,,Caleb Martin,,,16.0,Miami Heat,Southeast,Eastern
214.0,2022,,33,77,94,21,16,157.4066667,4,0.5971792807172125,13.0,,Mikal Bridges,,,1.0,Brooklyn Nets,Atlantic,Eastern
214.0,2022,,593,1267,1671,364,273,2963.176667,83,0.563921827074781,13.0,,Mikal Bridges,,,1.0,Brooklyn Nets,Atlantic,Eastern
215.0,2022,,25,53,76,33,18,264.8616667,15,0.2869422402528436,2.0,,Grant Williams,,,3.0,Dallas Mavericks,Southwest,Western
215.0,2022,,216,476,641,363,131,2044.761667,79,0.3134839675180589,2.0,,Grant Williams,,,3.0,Dallas Mavericks,Southwest,Western
218.0,2022,,59,72,125,119,11,358.535,36,0.3486409973921653,16.0,,Udoka Azubuike,,,27.0,Phoenix Suns,Pacific,Western
219.0,2022,,8,20,19,16,5,101.5083333,8,0.1871767507387494,23.0,,Jalen McDaniels,,,2.0,Toronto Raptors,Atlantic,Eastern
219.0,2022,,281,617,755,346,130,1912.853333,80,0.39469832159892,23.0,,Jalen McDaniels,,,2.0,Toronto Raptors,Atlantic,Eastern
220.0,2022,,75,158,207,34,39,418.5816667,23,0.4945271531644938,9.0,,Duncan Robinson,,,55.0,Miami Heat,Southeast,Eastern
220.0,2022,,88,237,268,69,46,690.46,42,0.3881470324131738,9.0,,Duncan Robinson,,,55.0,Miami Heat,Southeast,Eastern
221.0,2022,,263,594,715,212,204,1730.228333,74,0.4132402564234277,7.0,,Coby White,,,0.0,Chicago Bulls,Central,Eastern
222.0,2022,,0,0,0,0,1,3.883333333,1,0.0,8.0,,Aaron Holiday,,,0.0,Houston Rockets,Southwest,Western
222.0,2022,,92,220,247,74,89,845.2566667,63,0.2922189315161778,8.0,,Aaron Holiday,,,0.0,Houston Rockets,Southwest,Western
223.0,2022,,252,590,738,277,98,1816.403333,73,0.4062974266740128,19.0,,Aaron Nesmith,,,23.0,Indiana Pacers,Central,Eastern
225.0,2022,,285,469,754,202,133,956.0983333,29,0.7886218119401464,0.0,,Zion Williamson,,,1.0,New Orleans Pelicans,Southwest,Western
226.0,2022,,15,35,42,10,7,147.8066667,5,0.2841549771584153,14.0,,Nickeil Alexander-Walker,,,9.0,Minnesota Timberwolves,Northwest,Western
226.0,2022,,131,295,363,101,108,883.885,59,0.4106869106275138,14.0,,Nickeil Alexander-Walker,,,9.0,Minnesota Timberwolves,Northwest,Western
227.0,2022,,296,721,838,231,304,1267.755,36,0.6610109997594171,29.0,,LaMelo Ball,,,1.0,Charlotte Hornets,Southeast,Eastern
228.0,2022,,99,246,279,31,78,671.9466667,22,0.4152115247035869,12.0,,Gabe Vincent,,,7.0,Los Angeles Lakers,Pacific,Western
228.0,2022,,228,567,641,145,167,1758.676667,68,0.3644785946318579,12.0,,Gabe Vincent,,,7.0,Los Angeles Lakers,Pacific,Western
230.0,2022,,17,45,48,17,11,184.005,10,0.2608624765631369,25.0,,Landry Shamet,,,20.0,Washington Wizards,Southeast,Eastern
230.0,2022,,113,300,346,67,93,806.91,40,0.4287962721988821,25.0,,Landry Shamet,,,20.0,Washington Wizards,Southeast,Eastern
231.0,2022,,12,22,32,6,11,56.73166667,10,0.5640588736117947,3.0,,Payton Pritchard,,,11.0,Boston Celtics,Atlantic,Eastern
231.0,2022,,101,245,270,88,64,642.7766667,48,0.4200525843387774,3.0,,Payton Pritchard,,,11.0,Boston Celtics,Atlantic,Eastern
232.0,2022,,186,452,474,167,261,1389.843333,54,0.3410456335224943,13.0,,Dennis Smith Jr.,,,4.0,Brooklyn Nets,Atlantic,Eastern
233.0,2022,,86,156,233,132,34,610.0566667,47,0.3819317330968198,12.0,,Jaxson Hayes,,,11.0,Los Angeles Lakers,Pacific,Western
235.0,2022,,197,313,532,416,38,1217.675,65,0.4368981871188946,29.0,,Nick Richards,,,4.0,Charlotte Hornets,Southeast,Eastern
236.0,2022,,24,39,60,24,5,161.03,18,0.3726013786251009,9.0,,Haywood Highsmith,,,24.0,Miami Heat,Southeast,Eastern
236.0,2022,,93,216,236,188,43,969.4,54,0.2434495564266556,9.0,,Haywood Highsmith,,,24.0,Miami Heat,Southeast,Eastern
238.0,2022,,61,111,134,97,10,319.4416667,10,0.4194819084945627,18.0,,Deandre Ayton,,,2.0,Portland Trail Blazers,Northwest,Western
238.0,2022,,522,887,1203,667,115,2035.336667,67,0.5910570076709575,18.0,,Deandre Ayton,,,2.0,Portland Trail Blazers,Northwest,Western
241.0,2022,,40,88,114,33,23,234.7666667,25,0.4855885275471264,0.0,,Kira Lewis Jr.,,,13.0,New Orleans Pelicans,Southwest,Western
242.0,2022,,15,32,37,4,8,76.52833333,6,0.4834810636793989,25.0,,Jared Butler,,,4.0,Washington Wizards,Southeast,Eastern
