player_id,team_id,league_id,first_name,last_name,full_name,jersey_number,position_simple,status
1168,,,Serge,Ibaka,Serge Ibaka,14,B,active
1176,,,George,Hill,George Hill,7,G,inactive
1184,3,NBA,Jrue,Holiday,Jrue Holiday,4,G,active
1192,1,NBA,Wesley,Matthews,Wesley Matthews,32,W,active
1200,11,NBA,Khris,Middleton,Khris Middleton,22,W,active
1208,11,NBA,Giannis,Antetokounmpo,Giannis Antetokounmpo,34,B,active
1216,11,NBA,Thanasis,Antetokounmpo,Thanasis Antetokounmpo,43,W,active
1224,11,NBA,Bobby,Portis,Bobby Portis,9,B,active
1232,11,NBA,Pat,Connaughton,Pat Connaughton,24,W,active
1248,16,NBA,Grayson,Allen,Grayson Allen,8,W,active
1256,7,NBA,Jevon,Carter,Jevon Carter,5,G,active
1264,11,NBA,Lindell,Wigginton,Lindell Wigginton,28,G,active
1272,19,NBA,Jordan,Nwora,Jordan Nwora,13,W,active
1288,22,NBA,Sandro,Mamukelashvili,Sandro Mamukelashvili,54,B,active
1309,,,Kobi,Simmons,Kobi Simmons,2,G,active
1314,,,Tyler,Dorsey,Tyler Dorsey,,W,active
1320,,,Edmond,Sumner,Edmond Sumner,,G,active
1332,,,Deonte,Burton,Deonte Burton,4,W,active
1369,,,Michael,Carter-Williams,Michael Carter-Williams,11,G,active
1381,,,Noah,Vonleh,Noah Vonleh,,B,inactive
1450,,,Meyers,Leonard,Meyers Leonard,3,B,inactive
1622,,,Matthew,Dellavedova,Matt Dellavedova,8,G,active
1768,26,NBA,Luka,Samanic,Luka Samanic,19,B,active
1771,2,NBA,Jaden,Hardy,Jaden Hardy,1,W,active
1791,0,NBA,Dyson,Daniels,Dyson Daniels,11,G,active
1845,11,NBA,MarJon,Beauchamp,MarJon Beauchamp,3,W,active
1869,9,NBA,Dru,Smith,Dru Smith,9,G,active
1876,,,Mfiondu,Kabengele,Mfiondu Kabengele,25,B,active
1946,2,NBA,A.J.,Lawson,A.J. Lawson,9,W,active
2010,,,Jarrell,Brantley,Jarrell Brantley,5,W,active
2051,9,NBA,Jamal,Cain,Jamal Cain,8,W,active
2052,22,NBA,Julian,Champagnie,Julian Champagnie,30,W,active
2053,,,Kennedy,Chandler,Kennedy Chandler,5,G,active
2055,,,Jordan,Hall,Jordan Hall,55,G,active
2057,17,NBA,Kevon,Harris,Kevon Harris,8,W,active
2059,17,NBA,Caleb,Houstan,Caleb Houstan,2,W,active
2060,,,Trevor,Hudgins,Trevor Hudgins,,G,active
2061,18,NBA,Jabari,Walker,Jabari Walker,34,W,active
2063,4,NBA,Peyton,Watson,Peyton Watson,8,W,active
2064,22,NBA,Blake,Wesley,Blake Wesley,14,G,active
2068,,,Alondes,Williams,Alondes Williams,31,G,active
2069,24,NBA,Jalen,Williams,Jalen Williams,8,W,active
2070,24,NBA,Jaylin,Williams,Jaylin Williams,6,B,active
2072,29,NBA,Mark,Williams,Mark Williams,5,B,active
2076,,,Darius,Days,Darius Days,4,B,active
2077,10,NBA,Moussa,Diabate,Moussa Diabate,25,B,active
2078,24,NBA,Ousmane,Dieng,Ousmane Dieng,13,W,active
2079,27,NBA,Jalen,Duren,Jalen Duren,0,B,active
2083,11,NBA,AJ,Green,AJ Green,20,G,active
2086,,,Chima,Moneke,Chima Moneke,,W,active
2087,5,NBA,Isaiah,Mobley,Isaiah Mobley,15,B,active
2089,14,NBA,Wendell,Moore Jr.,Wendell Moore Jr.,7,W,active
2090,,,Tyrese,Martin,Tyrese Martin,22,W,active
2094,29,NBA,Bryce,McGowens,Bryce McGowens,7,W,active
2095,20,NBA,Keegan,Murray,Keegan Murray,13,W,active
2097,25,NBA,Patrick,Baldwin,Patrick Baldwin,7,B,active
2098,,NBA,Jamaree,Bouyea,Jamaree Bouyea,,G,inactive
2101,,,Buddy,Boeheim,Buddy Boeheim,35,W,active
2102,17,NBA,Paolo,Banchero,Paolo Banchero,5,W,active
2103,22,NBA,Malaki,Branham,Malaki Branham,22,W,active
2104,4,NBA,Christian,Braun,Christian Braun,0,W,active
2105,22,NBA,Dominick,Barlow,Dominick Barlow,26,B,active
2106,0,NBA,Dereon,Seabron,Dereon Seabron,0,W,active
2107,18,NBA,Shaedon,Sharpe,Shaedon Sharpe,17,W,active
2109,8,NBA,Jabari,Smith Jr.,Jabari Smith Jr.,10,B,active
2110,22,NBA,Jeremy,Sochan,Jeremy Sochan,10,W,active
2112,9,NBA,Cole,Swider,Cole Swider,21,B,active
2113,27,NBA,Jared,Rhoden,Jared Rhoden,8,W,active
2114,9,NBA,Orlando,Robinson,Orlando Robinson,25,B,active
2115,28,NBA,David,Roddy,David Roddy,21,W,active
2116,25,NBA,Ryan,Rollins,Ryan Rollins,9,G,active
2120,28,NBA,Jake,LaRavia,Jake LaRavia,3,W,active
2122,28,NBA,Kenneth,Lofton Jr.,Kenneth Lofton Jr.,6,B,active
2123,,,Quenton,Jackson,Quenton Jackson,29,G,active
2124,9,NBA,Nikola,Jovic,Nikola Jovic,5,W,active
2126,26,NBA,Ochai,Agbaji,Ochai Agbaji,30,W,active
2128,,,Trevor,Keels,Trevor Keels,13,G,active
2129,26,NBA,Walker,Kessler,Walker Kessler,24,B,active
2130,23,NBA,Christian,Koloko,Christian Koloko,35,B,active
2132,7,NBA,Dalen,Terry,Dalen Terry,25,W,active
2133,26,NBA,Simone,Fontecchio,Simone Fontecchio,16,W,active
2134,,,Michael,Foster Jr.,"Michael Foster, Jr.",22,B,active
2136,19,NBA,Andrew,Nembhard,Andrew Nembhard,2,G,active
2137,8,NBA,Tari,Eason,Tari Eason,17,B,active
2138,20,NBA,Keon,Ellis,Keon Ellis,23,W,active
2142,27,NBA,Jaden,Ivey,Jaden Ivey,23,W,active
2143,6,NBA,Lester,Quinones,Lester Quinones,25,W,active
2144,26,NBA,Johnny,Juzang,Johnny Juzang,33,W,active
2145,,,Scotty,Pippen Jr.,Scotty Pippen Jr.,2,G,active
2146,19,NBA,Bennedict,Mathurin,Bennedict Mathurin,0,W,active
2147,25,NBA,Johnny,Davis,Johnny Davis,1,W,active
2148,1,NBA,AJ,Griffin,AJ Griffin,14,W,active
2149,11,NBA,Tyrone,Washington Jr.,"TyTy Washington, Jr.",23,G,active
2150,12,NBA,Max,Christie,Max Christie,10,W,active
2151,3,NBA,JD,Davison,JD Davison,20,G,active
2152,14,NBA,Josh,Minott,Josh Minott,8,W,active
2153,,NBA,Ron,Harper Jr.,Ron Harper Jr.,,W,inactive
2154,28,NBA,Vince,Williams Jr.,Vince Williams Jr.,5,W,active
2155,,,Jack,White,Jack White,12,B,active
2258,28,NBA,Jacob,Gilyard,Jacob Gilyard,0,G,active
2259,,,John,Butler Jr.,John Butler Jr.,19,B,active
2263,19,NBA,Kendall,Brown,Kendall Brown,10,W,active
2273,,,RaiQuan,Gray,Raiquan Gray,0,B,active
2275,27,NBA,Stanley,Umude,Stanley Umude,17,W,active
2303,8,NBA,Jeenathan,Williams,Jeenathan Williams,19,W,active
2308,,,Donovan,Williams,Donovan Williams,8,W,active
2324,,,Chance,Comanche,Chance Comanche,12,B,active
2427,18,NBA,Justin,Minaya,Justin Minaya,24,W,active
2428,,,Xavier,Cooks,Xavier Cooks,12,W,inactive
2429,15,NBA,DaQuan,Jeffries,DaQuan Jeffries,,W,active
